pollster,start_date,end_date,sample_size,population,cycle,office_type,election_date,DEM,GOP
Morning Consult,2020-06-29,2020-07-01,12000,LV,2020,House,2020-11-03,48,42
Data for Progress,2020-06-23,2020-07-01,3249,RV,2020,House,2020-11-03,51,41
YouGov,2020-06-28,2020-06-30,1198,RV,2020,House,2020-11-03,49,40
Morning Consult,2020-06-28,2020-06-30,12000,LV,2020,House,2020-11-03,48,43
Monmouth University,2020-06-26,2020-06-30,733,RV,2020,House,2020-11-03,50,42
Morning Consult,2020-06-27,2020-06-29,12000,LV,2020,House,2020-11-03,49,43
Suffolk University,2020-06-25,2020-06-29,1000,RV,2020,House,2020-11-03,50.5,37.3
Morning Consult,2020-06-26,2020-06-28,12000,LV,2020,House,2020-11-03,49,42
Hart Research Associates/Public Opinion Strategies,2020-06-22,2020-06-28,1000,LV,2020,House,2020-11-03,51,42
Morning Consult,2020-06-25,2020-06-27,12000,LV,2020,House,2020-11-03,48,42
Optimus,2020-06-23,2020-06-27,999,A,2020,House,2020-11-03,38.7,31.3
Optimus,2020-06-23,2020-06-27,903,LV,2020,House,2020-11-03,43.2,39.7
Morning Consult,2020-06-24,2020-06-26,12000,LV,2020,House,2020-11-03,49,41
Morning Consult,2020-06-23,2020-06-25,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-22,2020-06-24,12000,LV,2020,House,2020-11-03,49,41
Opinium,2020-06-19,2020-06-24,1217,LV,2020,House,2020-11-03,51.1,40.5
YouGov,2020-06-21,2020-06-23,1230,RV,2020,House,2020-11-03,48,41
Morning Consult,2020-06-21,2020-06-23,12000,LV,2020,House,2020-11-03,49,41
Morning Consult,2020-06-20,2020-06-22,12000,LV,2020,House,2020-11-03,49,41
Morning Consult,2020-06-19,2020-06-21,12000,LV,2020,House,2020-11-03,49,42
Public Policy Polling,2020-06-19,2020-06-20,1013,RV,2020,House,2020-11-03,52,41
Morning Consult,2020-06-18,2020-06-20,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-17,2020-06-19,12000,LV,2020,House,2020-11-03,49,42
Morning Consult,2020-06-16,2020-06-18,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-15,2020-06-17,12000,LV,2020,House,2020-11-03,48,42
YouGov,2020-06-14,2020-06-16,1160,RV,2020,House,2020-11-03,49,40
Morning Consult,2020-06-14,2020-06-16,12000,LV,2020,House,2020-11-03,48,42
McLaughlin & Associates,2020-06-11,2020-06-16,1000,LV,2020,House,2020-11-03,47,46
Optimus,2020-06-09,2020-06-16,783,A,2020,House,2020-11-03,38.2,31.8
Optimus,2020-06-09,2020-06-16,686,LV,2020,House,2020-11-03,45.3,38.7
Morning Consult,2020-06-13,2020-06-15,12000,LV,2020,House,2020-11-03,48,42
Winston,2020-06-13,2020-06-15,1000,RV,2020,House,2020-11-03,45,42
Morning Consult,2020-06-12,2020-06-14,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-11,2020-06-13,12000,LV,2020,House,2020-11-03,48,42
Optimus,2020-06-06,2020-06-13,849,A,2020,House,2020-11-03,39.4,31.5
Optimus,2020-06-06,2020-06-13,742,LV,2020,House,2020-11-03,46.7,38.5
Morning Consult,2020-06-10,2020-06-12,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-09,2020-06-11,12000,LV,2020,House,2020-11-03,48,42
Climate Nexus,2020-06-06,2020-06-11,9087,RV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-08,2020-06-10,12000,LV,2020,House,2020-11-03,49,42
Nationscape,2020-05-28,2020-06-10,10601,RV,2020,House,2020-11-03,47,37
YouGov,2020-06-07,2020-06-09,1241,RV,2020,House,2020-11-03,47,39
Morning Consult,2020-06-07,2020-06-09,12000,LV,2020,House,2020-11-03,49,41
Optimus,2020-06-02,2020-06-09,855,A,2020,House,2020-11-03,38.5,30.2
Optimus,2020-06-02,2020-06-09,762,LV,2020,House,2020-11-03,46.9,39.4
Morning Consult,2020-06-06,2020-06-08,12000,LV,2020,House,2020-11-03,49,41
MSR Group,2020-06-07,2020-06-07,855,RV,2020,House,2020-11-03,44.6,40.6
Morning Consult,2020-06-05,2020-06-07,12000,LV,2020,House,2020-11-03,48,41
Morning Consult,2020-06-04,2020-06-06,12000,LV,2020,House,2020-11-03,48,41
Optimus,2020-05-30,2020-06-06,891,A,2020,House,2020-11-03,37.8,28.4
Optimus,2020-05-30,2020-06-06,787,LV,2020,House,2020-11-03,47.4,37.5
Morning Consult,2020-06-03,2020-06-05,12000,LV,2020,House,2020-11-03,48,41
Morning Consult,2020-06-02,2020-06-04,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-06-01,2020-06-03,12000,LV,2020,House,2020-11-03,48,41
YouGov,2020-05-31,2020-06-02,1244,RV,2020,House,2020-11-03,46,40
Morning Consult,2020-05-31,2020-06-02,12000,LV,2020,House,2020-11-03,48,42
Hart Research Associates/Public Opinion Strategies,2020-05-28,2020-06-02,1000,RV,2020,House,2020-11-03,51,40
Optimus,2020-05-26,2020-06-02,917,A,2020,House,2020-11-03,41.2,27.7
Optimus,2020-05-26,2020-06-02,795,LV,2020,House,2020-11-03,46.5,36.7
Morning Consult,2020-05-30,2020-06-01,12000,LV,2020,House,2020-11-03,48,42
Monmouth University,2020-05-28,2020-06-01,742,RV,2020,House,2020-11-03,52,43
Morning Consult,2020-05-29,2020-05-31,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-28,2020-05-30,12000,LV,2020,House,2020-11-03,48,42
Optimus,2020-05-23,2020-05-30,914,A,2020,House,2020-11-03,42.2,29.5
Optimus,2020-05-23,2020-05-30,789,LV,2020,House,2020-11-03,46.2,37.1
Morning Consult,2020-05-27,2020-05-29,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-26,2020-05-28,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-25,2020-05-27,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-24,2020-05-26,12000,LV,2020,House,2020-11-03,49,42
YouGov,2020-05-23,2020-05-26,1157,RV,2020,House,2020-11-03,47,39
McLaughlin & Associates,2020-05-21,2020-05-26,1000,LV,2020,House,2020-11-03,47,46
Firehouse Strategies/Optimus,2020-05-19,2020-05-26,913,A,2020,House,2020-11-03,39.4,31.2
Firehouse Strategies/Optimus,2020-05-19,2020-05-26,793,LV,2020,House,2020-11-03,46.5,38.6
Morning Consult,2020-05-23,2020-05-25,12000,LV,2020,House,2020-11-03,49,42
Morning Consult,2020-05-22,2020-05-24,12000,LV,2020,House,2020-11-03,48,42
Winston,2020-05-21,2020-05-24,1000,RV,2020,House,2020-11-03,47,40
Morning Consult,2020-05-21,2020-05-23,12000,LV,2020,House,2020-11-03,48,42
Firehouse Strategies/Optimus,2020-05-16,2020-05-23,891,A,2020,House,2020-11-03,38.1,30.6
Firehouse Strategies/Optimus,2020-05-16,2020-05-23,766,LV,2020,House,2020-11-03,46.5,38.2
Morning Consult,2020-05-20,2020-05-22,12000,LV,2020,House,2020-11-03,48,43
Morning Consult,2020-05-19,2020-05-21,12000,LV,2020,House,2020-11-03,48,43
Morning Consult,2020-05-18,2020-05-20,12000,LV,2020,House,2020-11-03,47,43
YouGov,2020-05-17,2020-05-19,1235,RV,2020,House,2020-11-03,47,38
Morning Consult,2020-05-17,2020-05-19,12000,LV,2020,House,2020-11-03,48,43
Firehouse Strategies/Optimus,2020-05-12,2020-05-19,899,A,2020,House,2020-11-03,36.6,30.1
Firehouse Strategies/Optimus,2020-05-12,2020-05-19,774,LV,2020,House,2020-11-03,45,36.1
Morning Consult,2020-05-16,2020-05-18,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-15,2020-05-17,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-14,2020-05-16,12000,LV,2020,House,2020-11-03,48,42
Firehouse Strategies/Optimus,2020-05-09,2020-05-16,914,A,2020,House,2020-11-03,37.6,29.1
Firehouse Strategies/Optimus,2020-05-09,2020-05-16,780,LV,2020,House,2020-11-03,44.4,35.9
Morning Consult,2020-05-13,2020-05-15,12000,LV,2020,House,2020-11-03,47,42
Morning Consult,2020-05-12,2020-05-14,12000,LV,2020,House,2020-11-03,47,43
Morning Consult,2020-05-11,2020-05-13,12000,LV,2020,House,2020-11-03,47,43
YouGov,2020-05-10,2020-05-12,1175,RV,2020,House,2020-11-03,48,41
Morning Consult,2020-05-10,2020-05-12,12000,LV,2020,House,2020-11-03,47,43
Firehouse Strategies/Optimus,2020-05-05,2020-05-12,860,A,2020,House,2020-11-03,40.2,30.1
Firehouse Strategies/Optimus,2020-05-05,2020-05-12,728,LV,2020,House,2020-11-03,46,37.7
Morning Consult,2020-05-09,2020-05-11,12000,LV,2020,House,2020-11-03,47,43
Morning Consult,2020-05-08,2020-05-10,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-07,2020-05-09,12000,LV,2020,House,2020-11-03,49,42
Firehouse Strategies/Optimus,2020-05-02,2020-05-09,849,A,2020,House,2020-11-03,38.3,31.3
Firehouse Strategies/Optimus,2020-05-02,2020-05-09,726,LV,2020,House,2020-11-03,45.9,39
Morning Consult,2020-05-06,2020-05-08,12000,LV,2020,House,2020-11-03,49,42
Morning Consult,2020-05-05,2020-05-07,12000,LV,2020,House,2020-11-03,48,42
Morning Consult,2020-05-04,2020-05-06,12000,LV,2020,House,2020-11-03,48,42
YouGov,2020-05-03,2020-05-05,1209,RV,2020,House,2020-11-03,47,39
Morning Consult,2020-05-03,2020-05-05,12000,LV,2020,House,2020-11-03,49,42
Firehouse Strategies/Optimus,2020-04-28,2020-05-05,880,A,2020,House,2020-11-03,36.9,28.5
Firehouse Strategies/Optimus,2020-04-28,2020-05-05,758,LV,2020,House,2020-11-03,45.8,37.2
Morning Consult,2020-05-02,2020-05-04,12000,LV,2020,House,2020-11-03,49,42
Monmouth University,2020-04-30,2020-05-04,739,RV,2020,House,2020-11-03,52,42
Morning Consult,2020-05-02,2020-05-03,1987,RV,2020,House,2020-11-03,44,39
Morning Consult,2020-05-01,2020-05-03,12000,LV,2020,House,2020-11-03,48,42
Firehouse Strategies/Optimus,2020-04-25,2020-05-02,885,A,2020,House,2020-11-03,37.3,27.6
Firehouse Strategies/Optimus,2020-04-25,2020-05-02,765,LV,2020,House,2020-11-03,46.2,37.4
Winston,2020-04-27,2020-04-28,1000,RV,2020,House,2020-11-03,45,42
YouGov,2020-04-26,2020-04-28,1222,RV,2020,House,2020-11-03,46,38
Firehouse Strategies/Optimus,2020-04-21,2020-04-28,899,A,2020,House,2020-11-03,39,29.1
Firehouse Strategies/Optimus,2020-04-21,2020-04-28,766,LV,2020,House,2020-11-03,46.2,37.7
RMG Research,2020-04-23,2020-04-25,1200,RV,2020,House,2020-11-03,43,36
Firehouse Strategies/Optimus,2020-04-18,2020-04-25,924,A,2020,House,2020-11-03,39.5,28.6
Firehouse Strategies/Optimus,2020-04-18,2020-04-25,784,LV,2020,House,2020-11-03,46.1,36.1
YouGov,2020-04-19,2020-04-21,1144,RV,2020,House,2020-11-03,46,38
Firehouse Strategies/Optimus,2020-04-14,2020-04-21,964,A,2020,House,2020-11-03,38.1,29.2
Firehouse Strategies/Optimus,2020-04-14,2020-04-21,829,LV,2020,House,2020-11-03,44.5,37.8
McLaughlin & Associates,2020-04-16,2020-04-20,1000,LV,2020,House,2020-11-03,46,45
Climate Nexus,2020-04-19,2020-04-19,1917,RV,2020,House,2020-11-03,50,40
Morning Consult,2020-04-18,2020-04-19,1991,RV,2020,House,2020-11-03,44,39
RMG Research,2020-04-16,2020-04-18,1200,RV,2020,House,2020-11-03,46,35
Firehouse Strategies/Optimus,2020-04-11,2020-04-18,870,A,2020,House,2020-11-03,39.3,29.1
Firehouse Strategies/Optimus,2020-04-11,2020-04-18,745,LV,2020,House,2020-11-03,45.8,38
YouGov,2020-04-12,2020-04-14,1166,RV,2020,House,2020-11-03,47,40
Firehouse Strategies/Optimus,2020-04-07,2020-04-14,857,A,2020,House,2020-11-03,39.5,27.8
Firehouse Strategies/Optimus,2020-04-07,2020-04-14,732,LV,2020,House,2020-11-03,46.8,35.3
Global Strategy Group,2020-04-06,2020-04-10,1002,LV,2020,House,2020-11-03,49,42
Firehouse Strategies/Optimus,2020-04-04,2020-04-10,947,A,2020,House,2020-11-03,37.2,28.8
Firehouse Strategies/Optimus,2020-04-04,2020-04-10,814,LV,2020,House,2020-11-03,43.8,37
YouGov,2020-04-05,2020-04-07,1147,RV,2020,House,2020-11-03,48,39
Morning Consult,2020-04-03,2020-04-05,1990,RV,2020,House,2020-11-03,46,38
Firehouse Strategies/Optimus,2020-03-28,2020-04-04,1124,A,2020,House,2020-11-03,40.1,29.3
Firehouse Strategies/Optimus,2020-03-28,2020-04-04,937,LV,2020,House,2020-11-03,46.5,37.5
Winston,2020-04-01,2020-04-03,1000,RV,2020,House,2020-11-03,46,43
YouGov,2020-03-29,2020-03-31,1194,RV,2020,House,2020-11-03,48,39
Selzer & Co.,2020-03-27,2020-03-30,777,LV,2020,House,2020-11-03,50,41
Firehouse Strategies/Optimus,2020-03-21,2020-03-28,1187,A,2020,House,2020-11-03,39.6,28.9
Firehouse Strategies/Optimus,2020-03-21,2020-03-28,1032,LV,2020,House,2020-11-03,47,36.6
McLaughlin & Associates,2020-03-23,2020-03-26,1000,LV,2020,House,2020-11-03,48,45
YouGov,2020-03-22,2020-03-24,1170,RV,2020,House,2020-11-03,47,38
Morning Consult,2020-03-20,2020-03-22,1996,RV,2020,House,2020-11-03,46,38
YouGov,2020-03-15,2020-03-17,1129,RV,2020,House,2020-11-03,49,39
RMG Research,2020-03-13,2020-03-15,1000,RV,2020,House,2020-11-03,48,39
Winston,2020-03-11,2020-03-13,1000,RV,2020,House,2020-11-03,47,41
YouGov,2020-03-08,2020-03-10,1191,RV,2020,House,2020-11-03,47,42
Morning Consult,2020-03-06,2020-03-08,1992,RV,2020,House,2020-11-03,46,40
SSRS,2020-03-04,2020-03-07,1084,RV,2020,House,2020-11-03,53,44
YouGov,2020-03-01,2020-03-03,1134,RV,2020,House,2020-11-03,51,38
YouGov,2020-02-26,2020-02-27,1662,RV,2020,House,2020-11-03,51,40
YouGov,2020-02-23,2020-02-25,1184,RV,2020,House,2020-11-03,48,40
Morning Consult,2020-02-21,2020-02-23,1992,RV,2020,House,2020-11-03,45,39
YouGov,2020-02-16,2020-02-18,1150,RV,2020,House,2020-11-03,48,41
Winston,2020-02-15,2020-02-16,1000,RV,2020,House,2020-11-03,49,40
Marist College,2020-02-13,2020-02-16,1164,RV,2020,House,2020-11-03,48,40
YouGov,2020-02-09,2020-02-11,1140,RV,2020,House,2020-11-03,48,40
McLaughlin & Associates,2020-02-07,2020-02-11,1000,LV,2020,House,2020-11-03,47,45
Morning Consult,2020-02-07,2020-02-09,1996,RV,2020,House,2020-11-03,45,41
YouGov,2020-02-02,2020-02-04,1277,RV,2020,House,2020-11-03,48,41
Winston,2020-01-31,2020-02-02,1000,RV,2020,House,2020-11-03,47,41
Hart Research Associates/Public Opinion Strategies,2020-01-26,2020-01-29,1000,RV,2020,House,2020-11-03,49,43
YouGov,2020-01-26,2020-01-28,1182,RV,2020,House,2020-11-03,48,39
Morning Consult,2020-01-24,2020-01-26,1992,RV,2020,House,2020-11-03,45,39
Winston,2020-01-21,2020-01-22,1000,RV,2020,House,2020-11-03,45,41
YouGov,2020-01-19,2020-01-21,1176,RV,2020,House,2020-11-03,44,43
YouGov,2020-01-11,2020-01-14,1108,RV,2020,House,2020-11-03,46,42
Morning Consult,2020-01-10,2020-01-12,1996,RV,2020,House,2020-11-03,42,39
YouGov,2020-01-05,2020-01-07,1185,RV,2020,House,2020-11-03,48,40
YouGov,2019-12-28,2019-12-31,1123,RV,2020,House,2020-11-03,50,40
Winston,2019-12-28,2019-12-30,1000,RV,2020,House,2020-11-03,47,42
YouGov,2019-12-22,2019-12-24,1240,RV,2020,House,2020-11-03,47,41
McLaughlin & Associates,2019-12-14,2019-12-18,1000,LV,2020,House,2020-11-03,47,45
YouGov,2019-12-14,2019-12-17,1164,RV,2020,House,2020-11-03,48,40
Hart Research Associates/Public Opinion Strategies,2019-12-14,2019-12-17,733,RV,2020,House,2020-11-03,49,42
YouGov,2019-12-07,2019-12-10,1209,RV,2020,House,2020-11-03,48,40
YouGov,2019-12-01,2019-12-03,1200,RV,2020,House,2020-11-03,47,41
Data for Progress,2019-11-20,2019-12-03,980,RV,2020,House,2020-11-03,47,39
YouGov,2019-11-24,2019-11-26,1189,RV,2020,House,2020-11-03,47,41
Morning Consult,2019-11-22,2019-11-24,1988,RV,2020,House,2020-11-03,45,36
Winston,2019-11-21,2019-11-22,1000,RV,2020,House,2020-11-03,49,39
RealClear Opinion Research,2019-11-15,2019-11-21,2055,RV,2020,House,2020-11-03,50,38
YouGov,2019-11-17,2019-11-19,1224,RV,2020,House,2020-11-03,46,39
Marist College,2019-11-11,2019-11-15,988,RV,2020,House,2020-11-03,46,41
YouGov,2019-11-10,2019-11-12,1206,RV,2020,House,2020-11-03,49,40
Data for Progress,2019-11-09,2019-11-11,608,RV,2020,House,2020-11-03,45,41
Morning Consult,2019-11-08,2019-11-10,1993,RV,2020,House,2020-11-03,45,37
Global Strategy Group,2019-11-01,2019-11-08,800,RV,2020,House,2020-11-03,49,42
YouGov,2019-11-03,2019-11-05,1201,RV,2020,House,2020-11-03,47,41
Winston,2019-10-31,2019-11-02,1000,RV,2020,House,2020-11-03,47,40
Hart Research Associates/Public Opinion Strategies,2019-10-27,2019-10-30,720,RV,2020,House,2020-11-03,49,42
YouGov,2019-10-27,2019-10-29,1274,RV,2020,House,2020-11-03,47,41
Morning Consult,2019-10-25,2019-10-28,1997,RV,2020,House,2020-11-03,46,38
Suffolk University,2019-10-23,2019-10-26,1000,RV,2020,House,2020-11-03,43.4,42.2
Suffolk University,2019-10-23,2019-10-26,1000,RV,2020,House,2020-11-03,46.1,45.6
YouGov,2019-10-20,2019-10-22,1204,RV,2020,House,2020-11-03,48,40
McLaughlin & Associates,2019-10-17,2019-10-22,1000,LV,2020,House,2020-11-03,46,44
Winston,2019-10-18,2019-10-21,1000,RV,2020,House,2020-11-03,48,41
Harris Insights & Analytics,2019-10-15,2019-10-18,3003,RV,2020,House,2020-11-03,41,37
Harris Insights & Analytics,2019-10-11,2019-10-18,7004,RV,2020,House,2020-11-03,42,35
Harris Insights & Analytics,2019-10-14,2019-10-17,3001,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-10-13,2019-10-16,3001,RV,2020,House,2020-11-03,42,35
YouGov,2019-10-13,2019-10-15,1136,RV,2020,House,2020-11-03,49,39
Harris Insights & Analytics,2019-10-12,2019-10-15,3000,RV,2020,House,2020-11-03,43,34
Harris Insights & Analytics,2019-10-11,2019-10-14,3001,RV,2020,House,2020-11-03,43,34
Morning Consult,2019-10-11,2019-10-13,1993,RV,2020,House,2020-11-03,45,36
Harris Insights & Analytics,2019-10-10,2019-10-13,3000,RV,2020,House,2020-11-03,43,35
Harris Insights & Analytics,2019-10-09,2019-10-12,3000,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-10-07,2019-10-10,3005,RV,2020,House,2020-11-03,43,36
Lake Research Partners,2019-10-06,2019-10-10,1000,LV,2020,House,2020-11-03,48,41.9
Harris Insights & Analytics,2019-10-06,2019-10-09,3004,RV,2020,House,2020-11-03,43,36
Hart Research Associates/Public Opinion Strategies,2019-10-03,2019-10-09,1000,LV,2020,House,2020-11-03,47,38
YouGov,2019-10-06,2019-10-08,1241,RV,2020,House,2020-11-03,46,42
Harris Insights & Analytics,2019-10-05,2019-10-08,3000,RV,2020,House,2020-11-03,43,36
Marist College,2019-10-03,2019-10-08,926,RV,2020,House,2020-11-03,43,40
Harris Insights & Analytics,2019-10-04,2019-10-07,3000,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-10-03,2019-10-06,3000,RV,2020,House,2020-11-03,42,37
Harris Insights & Analytics,2019-10-02,2019-10-05,3000,RV,2020,House,2020-11-03,41,38
Harris Insights & Analytics,2019-10-01,2019-10-04,3001,RV,2020,House,2020-11-03,41,38
Harris Insights & Analytics,2019-09-27,2019-10-04,7005,RV,2020,House,2020-11-03,41,37
Harris Insights & Analytics,2019-09-30,2019-10-03,3001,RV,2020,House,2020-11-03,42,37
Winston,2019-09-30,2019-10-02,1000,RV,2020,House,2020-11-03,47,40
Harris Insights & Analytics,2019-09-29,2019-10-02,3001,RV,2020,House,2020-11-03,41,36
Harris Insights & Analytics,2019-09-28,2019-10-01,3001,RV,2020,House,2020-11-03,42,37
YouGov,2019-09-28,2019-10-01,1087,RV,2020,House,2020-11-03,47,40
Harris Insights & Analytics,2019-09-27,2019-09-30,3003,RV,2020,House,2020-11-03,42,37
Morning Consult,2019-09-27,2019-09-30,2488,RV,2020,House,2020-11-03,46,38
Harris Insights & Analytics,2019-09-26,2019-09-29,3000,RV,2020,House,2020-11-03,42,37
Harris Insights & Analytics,2019-09-25,2019-09-28,3000,RV,2020,House,2020-11-03,42,36
ALG Research/GBAO,2019-09-26,2019-09-27,1013,LV,2020,House,2020-11-03,47,39
Harris Insights & Analytics,2019-09-24,2019-09-27,3001,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-09-20,2019-09-27,7010,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-09-23,2019-09-26,3001,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-09-22,2019-09-25,3007,RV,2020,House,2020-11-03,42,37
YouGov,2019-09-22,2019-09-24,1198,RV,2020,House,2020-11-03,47,39
Harris Insights & Analytics,2019-09-21,2019-09-24,3009,RV,2020,House,2020-11-03,43,36
Greenberg Quinlan Rosner,2019-09-18,2019-09-24,2248,RV,2020,House,2020-11-03,48,40
Harris Insights & Analytics,2019-09-20,2019-09-23,3008,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-19,2019-09-22,3000,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-18,2019-09-21,3000,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-17,2019-09-20,3003,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-13,2019-09-20,7008,RV,2020,House,2020-11-03,42,37
Harris Insights & Analytics,2019-09-16,2019-09-19,3004,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-15,2019-09-18,3003,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-09-14,2019-09-17,3002,RV,2020,House,2020-11-03,42,37
YouGov,2019-09-14,2019-09-17,1184,RV,2020,House,2020-11-03,47,39
Harris Insights & Analytics,2019-09-13,2019-09-16,3004,RV,2020,House,2020-11-03,41,37
Morning Consult,2019-09-13,2019-09-15,1994,RV,2020,House,2020-11-03,44,37
Harris Insights & Analytics,2019-09-12,2019-09-15,3000,RV,2020,House,2020-11-03,41,37
Harris Insights & Analytics,2019-09-11,2019-09-14,3000,RV,2020,House,2020-11-03,41,37
Harris Insights & Analytics,2019-09-10,2019-09-13,3002,RV,2020,House,2020-11-03,42,37
Harris Insights & Analytics,2019-09-06,2019-09-13,7007,RV,2020,House,2020-11-03,42,37
Harris Insights & Analytics,2019-09-09,2019-09-12,3001,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-09-08,2019-09-11,3002,RV,2020,House,2020-11-03,42,36
YouGov,2019-09-08,2019-09-10,1188,RV,2020,House,2020-11-03,49,38
Harris Insights & Analytics,2019-09-07,2019-09-10,3004,RV,2020,House,2020-11-03,42,36
McLaughlin & Associates,2019-09-07,2019-09-10,1000,LV,2020,House,2020-11-03,46,43
Harris Insights & Analytics,2019-09-06,2019-09-09,3004,RV,2020,House,2020-11-03,42,36
Harris Insights & Analytics,2019-09-05,2019-09-08,3000,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-04,2019-09-07,3000,RV,2020,House,2020-11-03,43,36
Harris Insights & Analytics,2019-09-03,2019-09-06,3005,RV,2020,House,2020-11-03,43,35
Harris Insights & Analytics,2019-08-30,2019-09-06,7010,RV,2020,House,2020-11-03,42,35
